First_pokemon,Second_pokemon,Winner,First_win
436,54,436,True
388,594,388,True
667,290,667,True
517,760,760,False
434,423,423,False
4,682,682,False
295,598,598,False
794,324,794,True
583,325,583,True
433,428,428,False
70,109,70,True
393,454,393,True
179,358,358,False
44,138,138,False
40,133,133,False
738,492,492,False
555,212,212,False
667,192,192,False
661,632,632,False
452,289,289,False
653,512,512,False
151,367,367,False
402,432,432,False
730,202,202,False
25,40,40,False
757,407,407,False
725,47,725,True
614,771,614,True
379,698,698,False
221,646,646,False
83,724,83,True
593,374,593,True
659,208,208,False
330,318,330,True
15,205,205,False
731,188,731,True
755,43,43,False
495,674,674,False
472,444,472,True
261,799,261,True
372,168,372,True
590,577,590,True
759,414,414,False
722,475,475,False
331,94,94,False
586,146,146,False
53,527,527,False
390,705,705,False
427,132,427,True
276,196,276,True
534,644,534,True
752,669,752,True
80,36,80,True
284,650,284,True
482,488,488,False
483,330,330,False
622,138,138,False
515,120,515,True
182,79,79,False
75,585,75,True
554,136,554,True
444,400,444,True
251,740,740,False
469,503,503,False
576,227,576,True
453,708,708,False
276,208,276,True
11,384,384,False
371,614,614,False
52,303,303,False
570,311,570,True
682,567,682,True
393,723,393,True
255,408,408,False
26,753,26,True
569,327,327,False
533,517,533,True
600,464,600,True
690,92,690,True
642,175,175,False
429,387,429,True
723,263,263,False
239,752,752,False
770,501,770,True
328,475,475,False
596,516,596,True
688,446,446,False
614,450,614,True
205,162,205,True
163,552,163,True
324,430,430,False
438,563,438,True
643,311,643,True
4,498,498,False
318,335,335,False
623,750,750,False
492,639,492,True
57,100,57,True
605,231,605,True
574,460,574,True
60,584,60,True
228,759,228,True
294,318,294,True
271,720,271,True
564,377,377,False
428,494,494,False
283,63,63,False
212,116,212,True
37,298,37,True
616,645,616,True
243,31,31,False
629,681,629,True
377,408,377,True
53,459,459,False
544,84,544,True
116,105,116,True
533,137,533,True
301,501,301,True
500,31,500,True
96,710,710,False
727,714,727,True
52,298,298,False
52,485,52,True
538,164,164,False
143,739,143,True
444,80,80,False
600,25,600,True
699,754,754,False
642,414,414,False
197,67,67,False
77,617,617,False
725,167,725,True
769,496,769,True
44,245,44,True
766,552,552,False
290,499,499,False
379,794,794,False
221,564,564,False
611,148,611,True
231,386,386,False
548,211,548,True
201,416,416,False
580,769,580,True
156,766,156,True
273,514,273,True
138,193,138,True
324,45,324,True
684,424,424,False
395,526,526,False
232,168,232,True
754,515,515,False
446,530,530,False
552,348,552,True
553,317,317,False
41,24,24,False
241,377,377,False
798,378,798,True
335,300,300,False
562,587,587,False
706,431,706,True
118,37,37,False
667,718,718,False
333,404,404,False
60,250,250,False
251,775,775,False
345,690,690,False
198,480,480,False
189,79,79,False
296,354,296,True
151,474,474,False
94,547,547,False
502,327,502,True
242,500,242,True
502,415,502,True
743,551,551,False
75,686,686,False
277,674,674,False
358,163,163,False
405,514,514,False
365,515,515,False
697,372,697,True
738,60,60,False
86,73,73,False
131,509,131,True
366,83,366,True
553,651,553,True
174,594,174,True
673,614,614,False
466,680,466,True
319,762,319,True
194,30,30,False
770,696,696,False
124,398,398,False
729,382,382,False
97,789,97,True
524,309,524,True
346,133,133,False
492,491,492,True
209,739,209,True
83,91,91,False
642,689,689,False
89,536,536,False
335,235,335,True
710,739,710,True
606,761,606,True
25,625,625,False
51,607,51,True
81,521,521,False
142,91,142,True
551,539,551,True
374,189,374,True
38,334,38,True
451,388,388,False
769,6,6,False
263,86,263,True
170,690,690,False
513,757,513,True
328,271,271,False
360,404,404,False
376,217,376,True
168,22,22,False
727,131,727,True
239,585,585,False
330,168,168,False
121,285,121,True
84,194,84,True
166,138,138,False
545,208,545,True
341,10,341,True
186,145,186,True
787,758,758,False
308,305,308,True
567,399,567,True
755,466,466,False
157,308,157,True
232,37,232,True
578,389,578,True
573,108,108,False
250,88,250,True
409,337,337,False
333,743,333,True
281,107,107,False
681,395,681,True
605,382,605,True
383,362,362,False
685,609,609,False
360,160,360,True
771,241,771,True
599,779,779,False
774,763,774,True
397,124,124,False
760,776,760,True
582,310,582,True
211,441,441,False
545,133,133,False
614,173,614,True
452,633,633,False
678,141,141,False
34,507,507,False
173,715,715,False
369,195,369,True
213,228,228,False
147,667,147,True
210,224,224,False
673,298,673,True
486,471,471,False
139,205,205,False
742,673,742,True
85,329,85,True
429,315,429,True
592,9,9,False
668,615,615,False
572,208,572,True
513,709,513,True
24,537,24,True
659,138,138,False
245,583,583,False
535,209,209,False
692,47,692,True
167,795,795,False
474,712,712,False
552,734,552,True
684,480,480,False
542,657,542,True
214,53,214,True
284,10,284,True
688,575,575,False
80,773,773,False
8,104,8,True
337,332,337,True
637,698,698,False
413,748,748,False
454,329,454,True
715,680,715,True
43,745,745,False
31,446,31,True
177,751,751,False
209,439,209,True
744,634,634,False
416,794,794,False
155,128,155,True
478,293,478,True
615,465,465,False
356,44,44,False
39,120,120,False
129,278,129,True
178,522,522,False
620,772,620,True
76,626,76,True
433,744,744,False
228,368,368,False
308,41,308,True
204,528,528,False
511,452,511,True
228,784,228,True
785,18,785,True
797,297,797,True
228,100,228,True
612,757,612,True
197,654,197,True
400,483,483,False
261,227,261,True
586,650,586,True
151,709,709,False
190,650,650,False
41,181,181,False
612,288,288,False
199,531,531,False
756,165,165,False
677,153,677,True
654,4,4,False
494,477,477,False
184,418,184,True
526,775,526,True
544,754,544,True
41,572,572,False
533,130,533,True
229,256,229,True
659,651,651,False
493,506,493,True
663,180,663,True
447,216,216,False
313,724,724,False
632,324,632,True
451,632,451,True
334,413,413,False
605,758,758,False
577,635,635,False
249,172,249,True
751,539,539,False
788,281,788,True
721,401,401,False
437,787,437,True
543,768,543,True
225,100,225,True
578,283,283,False
713,735,713,True
4,789,4,True
461,420,420,False
542,449,542,True
291,270,270,False
203,47,47,False
381,270,270,False
558,448,448,False
380,523,380,True
297,350,350,False
555,126,555,True
213,758,758,False
307,465,307,True
791,503,503,False
162,293,162,True
607,780,607,True
557,225,225,False
279,122,279,True
753,305,305,False
445,289,445,True
537,323,537,True
716,91,716,True
176,170,170,False
550,351,550,True
360,384,384,False
500,81,500,True
663,58,58,False
72,751,751,False
205,547,205,True
121,167,167,False
470,310,310,False
42,569,569,False
316,320,316,True
768,722,768,True
700,218,700,True
232,789,232,True
376,36,36,False
262,746,746,False
781,756,756,False
326,588,588,False
416,89,416,True
379,376,376,False
722,590,590,False
366,758,366,True
140,467,467,False
673,683,673,True
282,474,474,False
401,151,401,True
576,193,576,True
737,197,737,True
162,719,162,True
293,73,293,True
548,700,700,False
364,167,364,True
237,93,93,False
601,713,713,False
770,107,770,True
584,128,128,False
320,238,320,True
296,93,93,False
774,710,710,False
340,417,340,True
517,298,298,False
654,713,713,False
476,353,476,True
769,71,71,False
379,799,799,False
694,133,694,True
290,324,324,False
400,458,400,True
76,350,350,False
729,559,729,True
753,329,329,False
38,200,200,False
124,509,124,True
195,54,54,False
595,548,548,False
158,306,158,True
692,401,692,True
105,497,497,False
8,26,8,True
507,29,507,True
215,598,598,False
476,327,327,False
279,18,279,True
161,738,738,False
495,87,495,True
99,319,99,True
39,251,39,True
312,151,151,False
599,483,483,False
383,305,383,True
179,597,179,True
339,616,339,True
486,279,279,False
541,526,526,False
638,550,550,False
333,85,85,False
296,289,296,True
225,303,303,False
595,60,60,False
706,356,706,True
543,113,543,True
453,677,677,False
169,710,710,False
692,664,692,True
516,148,148,False
125,182,125,True
405,161,161,False
238,208,208,False
228,215,228,True
403,163,163,False
567,634,634,False
585,315,585,True
266,371,371,False
645,528,528,False
300,389,389,False
433,401,401,False
203,735,735,False
741,281,741,True
170,169,169,False
528,118,528,True
620,263,263,False
1,215,1,True
195,166,166,False
779,484,484,False
472,176,472,True
477,351,477,True
685,295,685,True
202,430,430,False
573,457,457,False
447,41,41,False
54,690,690,False
218,703,703,False
82,385,385,False
41,417,417,False
584,718,718,False
699,482,699,True
779,652,779,True
163,776,163,True
361,325,361,True
661,486,486,False
292,410,410,False
620,298,298,False
77,472,472,False
142,533,533,False
601,525,525,False
592,186,186,False
135,304,135,True
232,350,350,False
136,281,136,True
122,337,337,False
477,527,477,True
536,588,588,False
221,344,221,True
96,402,402,False
266,692,692,False
536,523,536,True
432,408,432,True
164,55,164,True
659,743,743,False
728,492,728,True
507,470,507,True
393,269,393,True
459,478,478,False
335,237,335,True
119,444,444,False
428,342,428,True
765,306,306,False
738,617,617,False
693,594,693,True
389,714,714,False
443,735,735,False
270,350,270,True
355,521,521,False
234,656,234,True
356,370,370,False
74,25,25,False
660,786,660,True
388,39,388,True
141,335,141,True
57,379,57,True
334,421,421,False
297,268,268,False
712,695,712,True
125,303,125,True
259,201,201,False
211,538,538,False
337,405,337,True
74,424,424,False
728,242,242,False
715,688,715,True
347,298,298,False
276,29,276,True
325,202,202,False
221,245,245,False
531,478,478,False
785,97,785,True
714,530,714,True
474,657,474,True
93,596,93,True
569,342,342,False
622,604,622,True
748,32,32,False
754,129,129,False
252,704,704,False
397,537,537,False
36,589,589,False
541,703,703,False
471,600,600,False
680,382,680,True
86,492,492,False
489,264,264,False
389,263,263,False
59,150,59,True
449,93,93,False
364,151,151,False
299,163,163,False
141,31,31,False
582,641,582,True
526,51,526,True
634,503,503,False
519,490,490,False
438,488,438,True
427,530,427,True
313,603,603,False
547,537,537,False
24,123,24,True
69,4,69,True
392,50,392,True
371,426,426,False
67,516,516,False
554,439,554,True
610,637,610,True
685,724,685,True
366,509,366,True
699,732,732,False
528,235,528,True
104,457,104,True
692,684,692,True
106,627,106,True
285,392,285,True
68,235,68,True
674,331,674,True
162,511,162,True
278,795,795,False
675,218,675,True
359,272,272,False
431,537,431,True
470,363,363,False
140,27,140,True
725,529,725,True
290,544,544,False
370,121,121,False
608,350,608,True
561,186,186,False
356,620,620,False
380,64,380,True
587,660,660,False
123,453,453,False
309,35,309,True
752,533,533,False
42,673,673,False
630,70,70,False
59,595,595,False
19,295,19,True
471,455,455,False
158,660,660,False
542,597,542,True
620,594,620,True
58,47,58,True
763,354,763,True
54,267,267,False
279,526,526,False
665,717,717,False
637,665,637,True
723,115,115,False
370,280,280,False
290,751,751,False
356,512,512,False
213,58,58,False
272,444,444,False
688,751,751,False
716,538,538,False
721,455,721,True
652,193,193,False
480,649,649,False
361,235,361,True
338,241,338,True
95,21,95,True
85,160,85,True
762,150,762,True
121,698,698,False
350,233,350,True
768,796,768,True
162,439,162,True
152,763,152,True
712,468,712,True
606,91,606,True
468,139,139,False
38,469,469,False
70,281,70,True
111,342,342,False
558,531,531,False
563,237,563,True
134,635,635,False
145,795,795,False
59,252,59,True
343,733,343,True
451,786,786,False
464,390,464,True
152,216,216,False
476,447,476,True
256,259,259,False
697,146,697,True
761,18,18,False
756,437,437,False
800,26,26,False
467,789,467,True
201,637,637,False
507,488,507,True
596,152,596,True
465,506,506,False
563,180,563,True
699,788,699,True
523,132,132,False
215,752,752,False
82,533,533,False
733,696,696,False
26,437,26,True
622,390,622,True
613,596,613,True
759,591,591,False
388,3,3,False
544,496,544,True
620,329,329,False
716,244,716,True
346,115,115,False
179,191,179,True
108,367,367,False
661,558,558,False
275,332,332,False
422,795,795,False
635,703,635,True
498,290,498,True
421,754,754,False
121,166,166,False
576,595,576,True
414,198,414,True
760,734,760,True
559,411,559,True
83,754,83,True
387,668,387,True
309,729,309,True
650,21,650,True
709,116,709,True
718,488,718,True
739,569,569,False
289,729,729,False
590,11,590,True
218,539,539,False
5,598,598,False
495,75,495,True
238,709,709,False
361,383,383,False
395,219,219,False
287,554,554,False
270,20,20,False
402,321,402,True
704,290,704,True
540,599,540,True
740,724,724,False
140,745,745,False
8,424,8,True
752,385,385,False
698,628,628,False
784,584,784,True
181,170,181,True
31,350,350,False
681,397,397,False
677,667,677,True
51,230,230,False
210,787,787,False
444,335,444,True
129,273,273,False
197,678,197,True
648,600,648,True
534,427,427,False
529,74,74,False
693,474,474,False
299,644,299,True
720,578,720,True
250,675,250,True
120,462,462,False
608,535,608,True
480,94,480,True
779,179,179,False
189,679,679,False
225,174,174,False
400,87,400,True
130,545,545,False
327,91,91,False
653,204,204,False
309,491,309,True
502,38,502,True
565,153,153,False
63,137,63,True
369,641,369,True
487,313,313,False
691,396,691,True
639,555,555,False
484,9,9,False
321,558,558,False
356,725,725,False
689,555,555,False
60,438,438,False
60,626,60,True
611,268,611,True
438,120,438,True
741,607,607,False
208,615,615,False
89,623,623,False
487,331,331,False
157,331,331,False
203,254,254,False
474,716,716,False
675,770,770,False
727,265,727,True
333,637,637,False
210,43,210,True
333,119,119,False
727,453,727,True
475,239,475,True
228,29,228,True
747,243,747,True
175,14,175,True
390,58,58,False
586,516,516,False
353,605,605,False
168,147,147,False
289,747,747,False
661,21,21,False
76,426,426,False
646,137,137,False
377,48,48,False
710,680,710,True
665,318,665,True
588,553,553,False
726,410,410,False
430,231,430,True
198,698,698,False
150,712,712,False
462,770,462,True
445,716,716,False
47,494,47,True
653,630,630,False
239,559,559,False
731,344,344,False
407,271,271,False
792,672,792,True
82,483,483,False
157,675,157,True
733,148,148,False
195,121,121,False
146,468,146,True
690,458,690,True
381,605,605,False
515,286,286,False
376,721,721,False
141,421,421,False
365,65,65,False
447,399,399,False
60,647,647,False
319,648,648,False
673,473,473,False
483,458,483,True
186,481,481,False
534,756,534,True
794,310,794,True
638,460,638,True
694,486,694,True
414,321,414,True
695,511,511,False
431,248,248,False
613,567,613,True
62,632,62,True
389,460,460,False
408,253,253,False
665,537,537,False
134,730,134,True
576,471,576,True
622,433,622,True
35,192,192,False
677,241,241,False
770,627,770,True
510,727,727,False
103,570,103,True
292,542,542,False
684,661,661,False
768,756,756,False
485,527,527,False
59,424,59,True
484,56,56,False
681,450,681,True
306,400,306,True
160,152,152,False
597,477,477,False
696,617,696,True
775,304,304,False
554,435,554,True
519,297,519,True
222,693,693,False
3,545,545,False
379,570,570,False
225,510,510,False
277,504,504,False
494,119,494,True
260,639,260,True
264,23,23,False
16,785,785,False
506,754,506,True
196,34,34,False
799,60,799,True
82,487,82,True
611,194,611,True
242,371,371,False
169,175,169,True
229,173,229,True
23,704,704,False
581,58,581,True
88,315,315,False
357,737,737,False
599,92,92,False
736,798,798,False
611,531,531,False
107,484,484,False
491,532,491,True
657,200,657,True
261,546,546,False
506,746,746,False
686,796,686,True
314,435,314,True
147,741,147,True
245,743,245,True
153,157,157,False
684,425,425,False
61,136,136,False
53,716,716,False
753,538,538,False
332,324,332,True
203,252,252,False
456,150,150,False
550,415,550,True
28,670,670,False
261,670,670,False
589,330,589,True
327,105,105,False
346,409,409,False
710,219,710,True
451,756,756,False
19,222,19,True
152,141,141,False
408,75,75,False
142,300,300,False
311,570,570,False
680,611,611,False
482,461,482,True
77,705,705,False
65,201,65,True
598,454,598,True
139,248,139,True
560,240,560,True
109,513,513,False
220,258,220,True
508,54,508,True
717,568,717,True
441,565,565,False
149,677,677,False
463,405,405,False
711,422,711,True
74,611,611,False
172,376,172,True
80,336,80,True
45,120,120,False
619,105,619,True
177,738,177,True
659,394,394,False
22,366,366,False
286,653,286,True
476,229,476,True
286,92,92,False
486,614,614,False
587,285,285,False
328,488,328,True
674,504,674,True
334,232,232,False
632,358,632,True
409,490,409,True
563,692,692,False
187,288,288,False
527,294,527,True
110,738,110,True
152,420,420,False
785,64,785,True
427,153,427,True
623,490,623,True
56,632,56,True
330,153,153,False
583,2,583,True
321,67,67,False
328,103,328,True
89,616,616,False
768,692,692,False
720,184,184,False
500,763,763,False
323,362,323,True
671,88,671,True
237,255,255,False
179,792,792,False
353,405,405,False
702,389,702,True
340,102,340,True
468,406,468,True
528,649,528,True
148,675,148,True
734,109,109,False
197,694,694,False
683,393,393,False
412,203,203,False
189,140,189,True
344,382,344,True
153,428,428,False
296,299,299,False
600,171,600,True
499,579,499,True
350,26,350,True
324,636,636,False
255,708,708,False
55,720,55,True
361,631,631,False
786,508,786,True
742,408,742,True
368,664,368,True
123,512,123,True
731,591,731,True
759,157,157,False
770,121,770,True
260,425,425,False
30,103,103,False
276,733,276,True
392,165,165,False
665,143,143,False
393,106,393,True
708,330,708,True
728,662,728,True
772,109,772,True
354,59,59,False
678,11,11,False
355,707,707,False
333,529,333,True
604,535,535,False
722,264,264,False
543,269,543,True
751,386,386,False
553,714,553,True
156,661,661,False
605,140,605,True
432,32,432,True
73,265,265,False
247,662,247,True
459,329,329,False
55,170,55,True
248,15,248,True
583,6,583,True
679,674,679,True
202,52,202,True
714,685,685,False
412,138,138,False
418,778,418,True
565,70,70,False
156,169,169,False
654,678,678,False
502,204,204,False
486,49,486,True
675,203,203,False
248,194,248,True
364,382,364,True
335,584,335,True
529,630,630,False
437,766,766,False
244,489,244,True
309,325,309,True
274,286,274,True
330,590,590,False
580,447,580,True
172,441,172,True
775,65,65,False
317,25,25,False
11,243,11,True
602,739,739,False
645,307,307,False
490,196,490,True
632,539,632,True
247,438,438,False
247,792,792,False
237,602,602,False
316,711,316,True
563,304,563,True
404,747,747,False
87,202,202,False
665,114,114,False
511,338,338,False
219,551,551,False
435,227,435,True
245,318,245,True
710,575,710,True
226,616,616,False
462,376,462,True
743,452,452,False
475,517,475,True
420,510,420,True
613,467,467,False
297,756,756,False
222,473,473,False
695,229,229,False
634,353,634,True
511,218,511,True
678,20,20,False
274,626,274,True
166,432,432,False
778,286,778,True
148,723,723,False
761,800,800,False
463,354,463,True
159,28,28,False
298,373,298,True
356,323,323,False
538,62,538,True
312,48,48,False
727,623,727,True
53,797,797,False
643,661,643,True
541,182,541,True
734,372,372,False
590,355,590,True
299,265,265,False
321,143,143,False
581,704,704,False
17,430,430,False
749,135,135,False
197,604,604,False
632,615,632,True
207,774,774,False
234,677,234,True
495,139,139,False
257,412,257,True
436,748,748,False
558,610,610,False
775,340,340,False
173,386,386,False
720,512,720,True
541,536,541,True
799,272,272,False
664,716,716,False
138,729,138,True
404,669,404,True
105,332,105,True
25,558,25,True
417,723,723,False
262,196,196,False
444,478,478,False
344,630,344,True
279,290,279,True
378,640,640,False
547,84,84,False
318,360,318,True
62,374,62,True
633,332,633,True
584,351,351,False
100,147,147,False
503,177,503,True
310,717,717,False
156,368,368,False
363,703,703,False
778,290,778,True
783,332,783,True
616,136,616,True
527,736,527,True
190,79,79,False
101,235,235,False
173,162,162,False
449,389,449,True
703,320,703,True
724,125,724,True
527,34,527,True
39,333,333,False
599,549,549,False
731,332,731,True
220,19,19,False
27,298,27,True
501,358,358,False
297,328,328,False
224,173,173,False
147,294,147,True
137,558,137,True
182,499,499,False
540,213,213,False
644,61,61,False
523,592,523,True
427,165,165,False
606,680,606,True
177,380,177,True
116,161,116,True
616,198,616,True
434,18,434,True
43,137,137,False
481,697,481,True
645,676,645,True
175,293,175,True
44,511,44,True
502,300,300,False
4,592,4,True
356,59,59,False
80,769,80,True
708,450,708,True
766,539,766,True
587,621,621,False
772,553,553,False
649,519,649,True
446,520,520,False
129,726,726,False
546,752,546,True
213,764,213,True
702,181,702,True
174,580,580,False
376,292,376,True
147,571,147,True
530,194,530,True
187,241,187,True
550,223,550,True
310,574,574,False
663,250,663,True
36,629,629,False
197,191,197,True
499,194,499,True
269,632,269,True
56,364,364,False
119,104,104,False
75,798,798,False
695,429,695,True
796,63,63,False
415,332,415,True
735,270,270,False
560,324,560,True
677,426,677,True
675,163,163,False
333,774,774,False
292,79,79,False
62,712,712,False
336,435,336,True
83,491,83,True
570,252,570,True
234,228,234,True
214,586,586,False
433,771,771,False
415,162,162,False
77,688,688,False
578,678,578,True
207,292,207,True
271,751,271,True
256,88,256,True
467,727,727,False
204,726,726,False
572,739,572,True
509,68,68,False
425,82,425,True
259,28,28,False
724,735,724,True
87,746,746,False
124,595,124,True
767,681,681,False
527,196,527,True
394,38,394,True
778,557,557,False
304,374,304,True
386,60,60,False
444,275,275,False
710,497,710,True
753,793,793,False
331,469,331,True
432,150,432,True
490,698,490,True
140,443,443,False
25,48,48,False
20,532,20,True
124,527,124,True
44,311,44,True
342,192,342,True
651,588,651,True
120,368,368,False
103,114,103,True
500,742,742,False
9,177,9,True
189,668,668,False
590,227,590,True
36,346,36,True
21,135,135,False
363,625,363,True
741,311,311,False
97,672,672,False
555,210,555,True
256,103,103,False
408,50,408,True
71,39,71,True
292,277,277,False
705,375,705,True
260,670,260,True
288,6,288,True
156,725,156,True
651,766,651,True
360,696,696,False
233,595,233,True
694,427,427,False
439,510,510,False
4,226,4,True
624,748,748,False
7,80,80,False
31,126,31,True
191,685,685,False
431,288,288,False
511,326,326,False
446,680,446,True
588,95,588,True
493,323,493,True
133,461,133,True
299,73,299,True
176,554,554,False
256,291,291,False
695,172,172,False
435,420,420,False
154,95,154,True
749,277,749,True
150,251,251,False
366,686,366,True
117,788,788,False
637,364,364,False
174,661,174,True
425,276,276,False
758,245,758,True
710,435,710,True
475,370,475,True
161,589,161,True
343,354,354,False
177,128,177,True
478,61,478,True
709,526,709,True
644,350,350,False
525,662,525,True
299,790,299,True
5,278,5,True
761,627,627,False
221,173,173,False
625,461,461,False
569,309,569,True
366,530,366,True
572,395,572,True
361,790,790,False
798,373,798,True
468,195,195,False
346,265,265,False
385,493,493,False
485,441,441,False
546,531,531,False
401,275,275,False
736,223,223,False
189,451,451,False
758,527,758,True
273,501,273,True
1,714,714,False
683,189,683,True
191,539,539,False
713,750,713,True
623,284,623,True
344,264,264,False
307,320,307,True
474,483,474,True
581,603,581,True
470,292,470,True
591,149,591,True
391,394,394,False
579,689,689,False
493,699,699,False
771,723,723,False
693,387,387,False
732,750,732,True
417,377,377,False
540,702,540,True
766,353,766,True
692,738,692,True
154,408,154,True
245,231,245,True
189,307,307,False
429,244,429,True
469,622,469,True
208,145,145,False
201,619,619,False
567,395,567,True
542,679,679,False
166,237,166,True
732,502,732,True
732,27,732,True
395,439,439,False
674,41,41,False
216,317,216,True
582,289,582,True
221,448,448,False
308,110,110,False
356,574,574,False
101,675,101,True
528,86,528,True
434,10,10,False
369,312,369,True
573,228,228,False
305,638,638,False
339,85,339,True
665,217,217,False
465,1,465,True
143,18,143,True
303,436,303,True
785,380,785,True
732,599,732,True
352,597,597,False
526,676,526,True
572,769,572,True
87,601,601,False
709,215,709,True
357,748,748,False
404,516,404,True
139,688,139,True
330,592,592,False
568,432,432,False
201,476,201,True
311,735,735,False
518,178,518,True
513,141,513,True
246,506,246,True
45,524,524,False
309,83,309,True
210,750,750,False
590,302,590,True
382,588,588,False
379,127,127,False
305,246,246,False
462,779,462,True
243,51,51,False
131,568,131,True
384,719,384,True
30,123,30,True
8,728,8,True
326,669,669,False
775,113,775,True
446,471,446,True
470,527,527,False
377,430,430,False
764,217,764,True
549,564,549,True
129,321,129,True
349,752,349,True
213,5,5,False
512,187,512,True
786,335,786,True
68,563,563,False
191,539,539,False
459,687,687,False
134,70,70,False
262,714,714,False
331,85,85,False
689,432,432,False
357,590,590,False
213,168,213,True
360,560,560,False
762,20,20,False
212,363,212,True
309,498,498,False
38,566,566,False
32,263,263,False
503,651,503,True
267,780,780,False
177,134,134,False
257,779,779,False
692,393,692,True
84,714,714,False
224,21,21,False
230,161,230,True
310,208,310,True
212,270,270,False
58,153,58,True
763,514,514,False
724,401,724,True
636,607,607,False
224,467,467,False
6,722,6,True
212,792,792,False
656,469,469,False
666,526,526,False
162,55,55,False
263,463,263,True
570,459,570,True
104,592,104,True
186,54,186,True
516,309,309,False
685,627,685,True
341,633,633,False
151,105,151,True
385,200,200,False
74,350,350,False
648,570,570,False
285,786,786,False
477,195,477,True
237,767,767,False
278,264,264,False
781,500,781,True
264,596,264,True
107,500,107,True
119,158,158,False
338,92,92,False
738,651,651,False
539,185,539,True
788,645,645,False
428,640,428,True
309,429,429,False
334,693,693,False
65,293,65,True
443,121,121,False
169,691,169,True
289,543,543,False
572,93,572,True
646,761,646,True
539,365,539,True
559,337,337,False
353,389,353,True
443,210,443,True
4,634,4,True
296,126,296,True
272,411,272,True
135,778,135,True
250,430,430,False
600,734,600,True
624,8,8,False
678,586,586,False
214,473,214,True
199,377,377,False
91,360,91,True
656,708,708,False
579,193,193,False
301,262,301,True
460,656,656,False
310,623,623,False
312,739,739,False
639,396,396,False
297,129,129,False
678,210,678,True
685,416,416,False
561,172,172,False
26,107,26,True
207,694,694,False
69,554,554,False
622,184,184,False
234,600,234,True
785,8,8,False
498,489,498,True
43,396,43,True
769,520,520,False
369,218,369,True
639,104,104,False
231,39,39,False
511,23,23,False
500,558,558,False
608,115,608,True
705,699,705,True
610,540,540,False
116,775,116,True
492,708,492,True
626,127,626,True
738,573,573,False
636,412,412,False
363,70,363,True
423,697,697,False
50,259,259,False
537,332,537,True
85,446,85,True
790,310,310,False
493,568,493,True
442,477,477,False
796,713,713,False
108,246,108,True
50,549,549,False
226,385,385,False
344,96,96,False
314,778,314,True
61,245,61,True
363,260,260,False
208,504,504,False
657,56,56,False
268,440,268,True
75,760,760,False
732,317,732,True
187,642,187,True
508,293,508,True
643,732,732,False
569,615,569,True
149,764,764,False
254,323,254,True
370,675,370,True
697,124,697,True
320,510,320,True
649,313,649,True
273,23,23,False
718,423,718,True
686,217,686,True
182,433,433,False
393,118,393,True
447,214,214,False
130,743,130,True
447,172,172,False
343,193,193,False
301,423,301,True
179,155,155,False
422,109,109,False
796,113,796,True
553,232,553,True
124,26,26,False
177,793,793,False
718,429,429,False
746,245,245,False
247,558,247,True
702,491,702,True
74,346,74,True
781,198,781,True
345,436,345,True
270,451,270,True
495,89,495,True
197,572,572,False
240,541,541,False
592,393,393,False
411,152,152,False
410,779,410,True
527,745,745,False
372,583,583,False
608,512,512,False
123,752,752,False
719,73,719,True
328,71,71,False
244,123,244,True
399,354,354,False
593,559,559,False
491,471,471,False
528,454,528,True
657,478,478,False
374,701,701,False
86,608,608,False
405,416,405,True
87,509,87,True
444,109,109,False
445,690,690,False
282,3,3,False
488,22,22,False
505,283,505,True
13,205,205,False
710,533,710,True
280,423,280,True
673,651,673,True
508,528,528,False
606,253,606,True
380,715,715,False
450,721,721,False
682,518,682,True
457,800,800,False
407,153,153,False
437,477,477,False
709,781,709,True
207,95,95,False
176,15,15,False
1,162,162,False
164,552,164,True
231,609,609,False
459,310,459,True
105,366,366,False
642,399,642,True
624,13,13,False
550,116,550,True
159,275,275,False
457,362,362,False
91,80,80,False
439,422,422,False
439,217,217,False
739,681,681,False
512,517,517,False
80,363,80,True
88,122,88,True
723,615,723,True
216,734,216,True
199,650,650,False
360,426,426,False
7,614,7,True
460,658,658,False
476,208,476,True
355,588,588,False
404,391,404,True
554,557,557,False
402,16,16,False
309,288,288,False
467,521,467,True
707,211,707,True
160,641,160,True
548,579,548,True
428,293,428,True
331,99,99,False
590,93,93,False
715,121,715,True
157,478,478,False
120,136,120,True
441,113,441,True
275,486,275,True
360,558,360,True
724,85,85,False
739,149,739,True
75,771,771,False
376,663,663,False
208,289,208,True
522,129,522,True
52,612,612,False
787,37,37,False
242,653,653,False
63,800,63,True
135,157,135,True
446,138,138,False
696,151,696,True
166,588,588,False
680,36,36,False
325,738,325,True
741,544,544,False
687,91,687,True
791,22,22,False
311,314,314,False
537,418,418,False
679,614,679,True
527,357,527,True
637,546,546,False
235,713,713,False
272,765,272,True
628,383,383,False
571,324,571,True
537,443,537,True
516,418,418,False
405,507,507,False
477,367,477,True
344,348,344,True
64,81,64,True
623,51,623,True
34,64,34,True
602,355,602,True
235,308,308,False
591,738,591,True
719,581,581,False
606,4,606,True
301,632,301,True
512,729,512,True
213,540,213,True
549,776,549,True
471,256,471,True
694,778,694,True
260,71,71,False
392,149,392,True
480,61,61,False
665,485,665,True
95,331,95,True
278,161,161,False
621,671,671,False
662,390,662,True
38,524,524,False
712,235,712,True
232,764,232,True
140,428,428,False
789,592,592,False
242,125,125,False
385,691,691,False
259,527,259,True
483,493,493,False
550,482,550,True
487,780,780,False
